hq,pricePerUnit,quantity,buyerName,onMannequin,timestamp,worldName,worldID
True,4604,99,Superman Cav,False,1695585844,Gilgamesh,63
True,4604,99,Knight Lionheart,False,1695547571,Gilgamesh,63
True,4604,99,Knight Lionheart,False,1695547555,Gilgamesh,63
True,3050,33,Anysia De'harp,False,1695503594,Faerie,54
True,5000,3,Dank Chicken,False,1695353232,Adamantoise,73
True,3444,30,Brikelz Brimstone,False,1695277756,Faerie,54
True,4604,99,Knight Lionheart,False,1695205665,Gilgamesh,63
True,4995,36,Velvet Leveilleur,False,1695152213,Cactuar,79
True,4999,50,Velvet Leveilleur,False,1695152212,Cactuar,79
True,5415,36,Naru'ko Rhowa,False,1695019467,Cactuar,79
True,4600,99,Knight Lionheart,False,1694937316,Gilgamesh,63
True,8990,12,Covva Foixewesfv,False,1694903930,Jenova,40
True,4100,20,Bunny Chan,False,1694831297,Gilgamesh,63
True,4100,20,Bunny Chan,False,1694831296,Gilgamesh,63
True,4100,20,Bunny Chan,False,1694831295,Gilgamesh,63
True,4049,58,Bunny Chan,False,1694831294,Gilgamesh,63
True,18000,30,Umari Kisne,False,1694653846,Jenova,40
True,10000,10,Umari Kisne,False,1694653842,Jenova,40
True,10000,10,Umari Kisne,False,1694653841,Jenova,40
True,3050,20,Chaunassen Euras,False,1694628683,Gilgamesh,63
True,4199,30,Terry Aki,False,1694564674,Faerie,54
True,1400,12,Babybaby Bragoon,False,1694475822,Siren,57
False,1400,30,Babybaby Bragoon,False,1694475820,Siren,57
True,4200,99,Xioxius Kredhur,False,1694460450,Faerie,54
True,1400,21,Babybaby Bragoon,False,1694401903,Sargatanas,99
True,2000,14,Babybaby Bragoon,False,1694401901,Sargatanas,99
False,5419,3,Luna Ciella,False,1694376170,Cactuar,79
True,1499,6,Vita Aeterna,False,1694373537,Siren,57
True,1499,6,Vita Aeterna,False,1694373535,Siren,57
True,1499,6,Vita Aeterna,False,1694373532,Siren,57
True,1499,6,Vita Aeterna,False,1694373531,Siren,57
True,1499,6,Vita Aeterna,False,1694373530,Siren,57
True,1499,9,Vita Aeterna,False,1694373528,Siren,57
True,800,12,Vita Aeterna,False,1694373526,Siren,57
True,3050,20,Sundays Gone,False,1694334248,Gilgamesh,63
True,3050,25,Sundays Gone,False,1694334241,Gilgamesh,63
True,3050,25,Sundays Gone,False,1694334240,Gilgamesh,63
True,3047,30,Sundays Gone,False,1694334238,Gilgamesh,63
True,3046,14,Sundays Gone,False,1694334237,Gilgamesh,63
True,5105,21,Zachary F',False,1694231118,Midgardsormr,65
True,4899,6,Duckson Duckboi,False,1694223167,Faerie,54
True,1496,3,Surely Ghoezit,False,1693952086,Siren,57
True,3049,30,Alys Muscadet,False,1693865748,Gilgamesh,63
True,1250,20,Al Con,False,1693817212,Sargatanas,99
True,2995,15,Bigly Smalls,False,1693716711,Gilgamesh,63
True,2990,14,Nobu Nyaga,False,1693615216,Gilgamesh,63
True,3850,3,Borislav Trench,False,1693448159,Siren,57
True,3850,3,Borislav Trench,False,1693448156,Siren,57
True,3850,3,Borislav Trench,False,1693448154,Siren,57
True,3850,3,Borislav Trench,False,1693448153,Siren,57
True,4000,99,Knight Lionheart,False,1693438009,Gilgamesh,63
