hq,pricePerUnit,quantity,buyerName,onMannequin,timestamp,worldName,worldID
True,3237,30,Sidavann Seng,False,1686907993,Gilgamesh,63
True,2950,99,Gonosi Jiji,False,1686904032,Adamantoise,73
True,2950,99,Geanne Darc,False,1686903103,Adamantoise,73
True,3460,99,Jaiyo Bot,False,1686901787,Faerie,54
True,3949,99,Jerielmia Rayn,False,1686901672,Midgardsormr,65
True,3085,30,Spazzarella Ravenmoon,False,1686901174,Sargatanas,99
True,2884,50,Rubi Panipahr,False,1686900054,Adamantoise,73
True,3663,33,Wanton Arbutus,False,1686899540,Cactuar,79
True,3663,33,Wanton Arbutus,False,1686899538,Cactuar,79
True,3463,40,Phillipe Everdawn,False,1686899401,Faerie,54
True,3909,33,Papi Dawg,False,1686899070,Midgardsormr,65
True,3051,99,Aki Astana,False,1686898865,Jenova,40
True,2885,30,Beo Hayan,False,1686898711,Adamantoise,73
True,2088,50,Arienne Archeron,False,1686898219,Sargatanas,99
True,3664,87,Nienna Kha,False,1686898123,Cactuar,79
True,4400,99,Rye Eternity,False,1686898109,Siren,57
